Farmer_id,farmer_consent_form,district,number_of_coffee_farms_owned,farmer_head_of_family,number_of_household_members,farmer_member_coffee_org,name_of_coffee_org,farmer_part_of_carbon_project,carbon_project_name,farmer_has_mobile_money_wallet,land_agri_or_forest,land_documents,land_documents_other,any_land_dispute,any_land_dispute_details,protect_water_sources,protect_water_sources_details,use_organic_waste,use_organic_waste_details,harvest_wood_farm,harvest_wood_farm_regulations,harvest_wood_farm_regulations_details,interact_leaders_farming_activities,interact_leaders_farming_activities_details,workers_treatment,workers_treatment_details,pay_min_wage,pay_min_wage_details,underage_workers,underage_workers_details,workers_follow_schedule,workers_follow_schedule_details,workers_aware_of_rights,workers_aware_of_rights_details,pay_taxes,pay_taxes_details,corruption_practices_observed,corruption_practices_observed_details,gps_center_accuracy,gps_center_altitude,farm_size,coffee_trees_farmers_estimate,number_productive_trees,date_of_planting,percent_Arabica_grown,percent_Robusta_grown,crops_grown,crop_grown_other,irrigation_method,gap,male_workers,female_workers,temp_workers,permanent_workers,local_workers,immigrant_workers,2022_production_FAQ,2023_production_FAQ,2022_production_kiboko,2023_production_kiboko,2022_production_green_cherries,2023_production_green_cherries,sell_coffee_to,primary_buyer,primary_buyer_other
F-1778,1.0,Kayunga,1,yes,6.0,yes,LDC,no,,yes,Agricultural Use,Agreement/lease,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,17.616,1068.9,3.0,1200.0,1000.0,1998-05-12 03:00:00Z,0-25%,75-100%,"['Bananas', 'Beans']",,Rainfed,"['Intercropping', 'Weeding']",3.0,4.0,3.0,4.0,7.0,0.0,150.0,130.0,110.0,1000.0,980.0,850.0,It's picked from your farm,Supplier,
F-1779,1.0,Kayunga,1,yes,6.0,no,,no,,yes,Agricultural Use,Agreement/lease,,no,,yes,,yes,,yes,yes,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,1.75,1040.0,2.2,1200.0,1100.0,2008-07-09 03:00:00Z,0-25%,75-100%,"['Bananas', 'Beans']",,Rainfed,"['Using Fertilizers', 'Pruning', 'Weeding', 'Intercropping']",2.0,3.0,3.0,2.0,5.0,0.0,1000.0,980.0,800.0,800.0,780.0,700.0,At a hulling station,Supplier,
F-1780,1.0,Luwero,1,yes,5.0,no,,no,,yes,Agricultural Use,Title,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,3.487,1106.199951,5.5,2200.0,1200.0,2000-09-23 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,['Intercropping'],1.0,2.0,2.0,1.0,3.0,0.0,150.0,130.0,110.0,800.0,780.0,400.0,It's picked from your farm,Supplier,
F-1781,1.0,Kayunga,1,yes,8.0,no,,no,,yes,Agricultural Use,Agreement/lease,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,0.997454,1093.471,2.5,1300.0,1000.0,2000-04-08 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,"['Pruning', 'Weeding', 'Intercropping']",6.0,4.0,4.0,6.0,10.0,0.0,150.0,130.0,110.0,1000.0,980.0,900.0,It's picked from your farm,Supplier,
F-1782,1.0,Kayunga,1,yes,7.0,no,,no,,no,Agricultural Use,Agreement/lease,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,1.2402077,1050.786,3.0,1700.0,1500.0,2000-07-12 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,"['Using Fertilizers', 'Pruning', 'Weeding', 'Intercropping']",4.0,4.0,2.0,6.0,8.0,0.0,3000.0,2980.0,1500.0,1500.0,1480.0,1350.0,It's picked from your farm,Supplier,
F-1783,1.0,Kayunga,1,no,10.0,no,,no,,no,Natural forest,Customary,,no,,yes,,yes,,yes,yes,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,9.403,1096.0,3.0,1200.0,800.0,2016-09-09 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,['Using Fertilizers'],1.0,1.0,2.0,0.0,2.0,0.0,800.0,780.0,400.0,800.0,780.0,400.0,It's picked from your farm,Supplier,
F-1784,1.0,Luwero,1,yes,3.0,no,,no,,yes,Natural forest,Agreement/lease,,no,,yes,,yes,,yes,yes,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,7.0,1173.0,3.5,1400.0,371.0,2010-03-02 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,"['Using Fertilizers', 'Pruning', 'Weeding']",1.0,1.0,2.0,0.0,2.0,0.0,1000.0,980.0,960.0,7500.0,5000.0,4980.0,At a hulling station,Hulling Station representative,
F-1785,1.0,Kayunga,1,yes,8.0,no,,no,,no,Agricultural Use,Customary,,no,,yes,,yes,,yes,yes,,yes,,yes,,Yes,,no,,yes,,yes,,yes,,no,,1.801,1037.8,3.0,1400.0,1000.0,2000-10-15 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,"['Using Fertilizers', 'Pruning', 'Weeding', 'Intercropping']",3.0,1.0,0.0,4.0,4.0,0.0,2000.0,1980.0,1000.0,1000.0,980.0,900.0,At a hulling station,Hulling Station representative,
F-1786,1.0,Luwero,1,yes,5.0,no,,no,,yes,Agricultural Use,Agreement/lease,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,10.2,1116.0,3.5,1400.0,385.0,2010-06-19 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,"['Pruning', 'Weeding', 'Using Fertilizers']",2.0,3.0,0.0,5.0,5.0,0.0,1800.0,1780.0,900.0,900.0,880.0,860.0,It's picked from your farm,Supplier,
F-1787,1.0,Kayunga,1,yes,4.0,no,,no,,yes,Agricultural Use,Agreement/lease,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,5.0,1029.6,3.0,1200.0,900.0,2015-05-12 03:00:00Z,0-25%,75-100%,"['Bananas', 'Beans']",,Rainfed,"['Weeding', 'Intercropping']",4.0,7.0,4.0,7.0,11.0,0.0,1000.0,980.0,960.0,1000.0,980.0,850.0,At a hulling station,Supplier,
F-1788,1.0,Kayunga,1,yes,5.0,no,,no,,yes,Agricultural Use,Agreement/lease,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,1.2381791,1080.626,3.0,1200.0,1000.0,2005-03-12 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,['Using Fertilizers'],3.0,2.0,0.0,5.0,5.0,0.0,1000.0,980.0,960.0,800.0,780.0,600.0,It's picked from your farm,Cooperative representative,
F-1789,1.0,Luwero,4,no,6.0,no,,no,,yes,Agricultural Use,Agreement/lease,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,19.5,1090.0,3.5,1400.0,1200.0,2011-09-11 03:00:00Z,0-25%,75-100%,"['Bananas', 'other']",cassava,Rainfed,"['Pruning', 'Weeding', 'Intercropping']",2.0,3.0,0.0,5.0,5.0,0.0,1000.0,980.0,960.0,1350.0,1340.0,1200.0,It's picked from your farm,Supplier,
F-1790,1.0,Luwero,1,yes,3.0,no,,no,,yes,Agricultural Use,Title,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,19.441,1119.546,3.0,1310.0,1260.0,2007-05-10 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,['Weeding'],0.0,2.0,0.0,2.0,2.0,0.0,2700.0,2680.0,1350.0,1350.0,1340.0,1260.0,It's picked from your farm,Supplier,
F-1791,1.0,Kayunga,1,yes,2.0,no,,no,,no,Agricultural Use,Title,,no,,yes,,yes,,yes,yes,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,2.3,1063.7,2.5,1000.0,200.0,2004-08-12 03:00:00Z,0-25%,75-100%,"['Bananas', 'Beans', 'Tobacco']",,Both(Rainfed+Irrigated),['Using Fertilizers'],5.0,12.0,14.0,3.0,12.0,5.0,150.0,130.0,110.0,80.0,69.0,52.0,At a hulling station,Supplier,
F-1792,1.0,Luwero,1,yes,5.0,no,,no,,yes,Agricultural Use,Agreement/lease,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,1.466,1267.194,3.5,1400.0,1000.0,2000-10-12 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,['Intercropping'],3.0,2.0,3.0,2.0,5.0,0.0,1000.0,980.0,960.0,600.0,580.0,400.0,It's picked from your farm,Supplier,
F-1793,1.0,Luwero,1,yes,4.0,no,,no,,yes,Agricultural Use,Customary,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,2.9,1071.6,2.5,1000.0,400.0,2013-10-02 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,['Weeding'],2.0,1.0,1.0,2.0,2.0,1.0,8000.0,7980.0,400.0,400.0,380.0,360.0,It's picked from your farm,Supplier,
F-1794,1.0,Kayunga,1,yes,6.0,no,,no,,yes,Agricultural Use,Customary,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,1.2279643,1069.653,3.0,1700.0,1500.0,2000-05-07 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,"['Using Fertilizers', 'Pruning', 'Weeding', 'Intercropping']",6.0,4.0,6.0,4.0,10.0,0.0,150.0,130.0,110.0,1500.0,1480.0,1350.0,It's picked from your farm,Supplier,
F-1795,1.0,Kayunga,1,yes,2.0,no,,no,,yes,Agricultural Use,Customary,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,2.6,1081.6,3.0,1200.0,1000.0,2000-05-12 03:00:00Z,0-25%,75-100%,['Beans'],,Rainfed,"['Intercropping', 'Weeding']",3.0,1.0,1.0,3.0,4.0,0.0,2000.0,1980.0,1000.0,1000.0,980.0,800.0,At a hulling station,Supplier,
F-1796,1.0,Kayunga,1,yes,5.0,no,,no,,no,Natural forest,Title,,no,,yes,,yes,,yes,yes,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,3.216,1088.966187,2.5,1000.0,500.0,2008-12-12 03:00:00Z,0-25%,75-100%,"['Bananas', 'Beans']",,Rainfed,['Using Fertilizers'],0.0,0.0,0.0,0.0,0.0,0.0,1000.0,980.0,960.0,1000.0,800.0,45.0,It's picked from your farm,Supplier,
F-1797,1.0,Kayunga,1,yes,19.0,no,,no,,no,Agricultural Use,Title,,no,,yes,,yes,,yes,yes,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,9.248,1070.3,2.5,1000.0,450.0,2018-09-12 03:00:00Z,0-25%,75-100%,"['Bananas', 'Tobacco']",,Both(Rainfed+Irrigated),['Using Fertilizers'],2.0,5.0,6.0,1.0,5.0,2.0,1000.0,980.0,960.0,1000.0,800.0,75.0,At a hulling station,Supplier,
F-1798,1.0,Kayunga,1,yes,2.0,no,,no,,yes,Agricultural Use,Agreement/lease,,no,,yes,,yes,,yes,yes,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,1.2766622,1103.504,2.0,800.0,770.0,2007-04-23 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,['Using Fertilizers'],0.0,0.0,0.0,0.0,0.0,0.0,150.0,130.0,110.0,700.0,680.0,500.0,It's picked from your farm,Cooperative representative,
F-1799,1.0,Kayunga,1,yes,3.0,no,,no,,yes,Agricultural Use,Customary,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,2.5,1067.5,3.0,1200.0,1000.0,2012-08-13 03:00:00Z,0-25%,75-100%,"['Bananas', 'Beans']",,Rainfed,"['Intercropping', 'Weeding']",3.0,3.0,3.0,3.0,6.0,0.0,2000.0,1980.0,1000.0,1000.0,980.0,850.0,It's picked from your farm,Supplier,
F-1800,1.0,Kayunga,1,yes,6.0,no,,no,,yes,Agricultural Use,Agreement/lease,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,4.1,1114.6,2.5,1050.0,1000.0,1995-09-14 03:00:00Z,0-25%,75-100%,"['Bananas', 'Beans']",,Rainfed,"['Intercropping', 'Weeding']",3.0,3.0,2.0,4.0,6.0,0.0,2000.0,1980.0,1000.0,1000.0,980.0,850.0,It's picked from your farm,Supplier,
F-1801,1.0,Luwero,1,yes,4.0,no,,no,,yes,Agricultural Use,Customary,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,13.4,1132.2,3.5,2100.0,2070.0,2017-09-12 03:00:00Z,0-25%,75-100%,"['Bananas', 'Beans']",,Rainfed,['Intercropping'],2.0,0.0,0.0,2.0,2.0,0.0,2000.0,1980.0,150.0,1000.0,800.0,100.0,It's picked from your farm,Supplier,
F-1802,1.0,Luwero,1,yes,3.0,yes,LDC,no,,yes,Agricultural Use,Agreement/lease,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,18.166,1149.8,5.5,2200.0,900.0,2019-09-12 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,['Intercropping'],1.0,2.0,0.0,3.0,3.0,0.0,150.0,130.0,110.0,2000.0,1800.0,100.0,It's picked from your farm,Supplier,
F-1803,1.0,Luwero,1,no,5.0,yes,LDC,no,,yes,Agricultural Use,Agreement/lease,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,4.5,1123.7,5.5,2200.0,400.0,2013-10-04 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,"['Weeding', 'Intercropping']",1.0,1.0,1.0,1.0,1.0,1.0,150.0,130.0,110.0,250.0,240.0,225.0,It's picked from your farm,Supplier,
F-1804,1.0,Kayunga,1,yes,7.0,no,,no,,no,Natural forest,Customary,,no,,yes,,yes,,yes,yes,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,2.2,1089.0,2.0,900.0,800.0,2011-09-09 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,['Using Fertilizers'],1.0,1.0,2.0,0.0,2.0,0.0,1600.0,1580.0,800.0,800.0,780.0,400.0,It's picked from your farm,Supplier,
F-1805,1.0,Kayunga,1,yes,10.0,no,,no,,yes,Agricultural Use,Title,,no,,yes,,yes,,yes,yes,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,2.3,1091.5,3.5,1400.0,1300.0,1990-03-17 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,['Intercropping'],4.0,0.0,4.0,0.0,4.0,0.0,3900.0,3880.0,1950.0,1950.0,1940.0,975.0,It's picked from your farm,Supplier,
F-1806,1.0,Luwero,1,no,6.0,no,,no,,yes,Agricultural Use,Agreement/lease,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,12.5,1074.0,3.5,1400.0,1200.0,2010-06-11 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,"['Pruning', 'Weeding', 'Intercropping']",1.0,4.0,1.0,4.0,5.0,0.0,1000.0,980.0,960.0,1350.0,1340.0,1200.0,It's picked from your farm,Supplier,
F-1807,1.0,Kayunga,1,yes,10.0,no,,no,,yes,Agricultural Use,Agreement/lease,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,1.0731568,1087.255,4.5,2400.0,2000.0,2000-05-09 03:00:00Z,0-25%,75-100%,"['Bananas', 'Beans']",,Rainfed,"['Using Fertilizers', 'Pruning', 'Weeding', 'Intercropping']",10.0,6.0,6.0,10.0,16.0,0.0,8000.0,7980.0,4000.0,4000.0,3980.0,3600.0,It's picked from your farm,Supplier,
F-1808,1.0,Luwero,1,yes,6.0,no,,no,,yes,Agricultural Use,Agreement/lease,,no,,yes,,yes,,yes,yes,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,10.9,1134.0,3.5,1400.0,333.0,2010-07-21 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,"['Pruning', 'Weeding']",0.0,2.0,2.0,0.0,2.0,0.0,1000.0,980.0,500.0,500.0,480.0,460.0,It's picked from your farm,Supplier,
F-1809,1.0,Kayunga,1,yes,3.0,no,,no,,no,Agricultural Use,Agreement/lease,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,1.2283832,1067.059,2.0,1000.0,900.0,2009-02-17 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,['Using Fertilizers'],2.0,0.0,0.0,2.0,2.0,0.0,1000.0,980.0,960.0,600.0,580.0,409.0,It's picked from your farm,Cooperative representative,
F-1810,1.0,Kayunga,1,no,6.0,no,,no,,yes,Agricultural Use,Agreement/lease,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,2.3,1079.4,2.5,1250.0,1200.0,1995-09-07 03:00:00Z,0-25%,75-100%,"['Bananas', 'Beans']",,Rainfed,['Weeding'],7.0,3.0,6.0,4.0,10.0,0.0,2000.0,1980.0,1000.0,1000.0,980.0,900.0,At a hulling station,Hulling Station representative,
F-1811,1.0,Luwero,1,yes,4.0,no,,no,,yes,Agricultural Use,Agreement/lease,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,3.2,1084.7,2.5,1000.0,400.0,1998-09-04 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,['Weeding'],1.0,1.0,1.0,1.0,1.0,1.0,9000.0,8980.0,450.0,450.0,440.0,405.0,It's picked from your farm,Supplier,
F-1812,1.0,Luwero,1,yes,3.0,no,,no,,yes,Agricultural Use,Agreement/lease,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,5.3,1054.7,3.5,1400.0,400.0,2005-10-01 03:00:00Z,0-25%,75-100%,"['Bananas', 'Beans']",,Rainfed,['Weeding'],1.0,1.0,1.0,1.0,1.0,1.0,9000.0,8980.0,500.0,500.0,480.0,450.0,It's picked from your farm,Supplier,
F-1813,1.0,Kayunga,1,yes,7.0,no,,no,,no,Agricultural Use,Title,,no,,yes,,yes,,yes,yes,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,3.216,1075.428223,1.0,400.0,200.0,2005-02-12 03:00:00Z,0-25%,75-100%,['Beans'],,Irrigated,['Using Fertilizers'],10.0,5.0,10.0,5.0,13.0,2.0,150.0,130.0,119.0,159.0,100.0,90.0,It's picked from your farm,Supplier,
F-1814,1.0,Kayunga,1,yes,3.0,no,,no,,no,Agricultural Use,Title,,no,,yes,,yes,,yes,yes,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,2.0,1096.1,2.2,900.0,850.0,2019-12-09 03:00:00Z,0-25%,75-100%,"['Bananas', 'Tobacco']",,Both(Rainfed+Irrigated),['Using Fertilizers'],8.0,5.0,3.0,10.0,9.0,4.0,1000.0,980.0,960.0,2000.0,1800.0,85.0,At a hulling station,Supplier,
F-1815,1.0,Luwero,1,yes,7.0,no,,no,,yes,Agricultural Use,Title,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,2.271,1158.5,3.0,1250.0,1200.0,2021-04-03 03:00:00Z,0-25%,75-100%,['Bananas'],,Irrigated,"['Using Fertilizers', 'Weeding']",2.0,3.0,5.0,0.0,5.0,0.0,1500.0,1480.0,1460.0,1700.0,1500.0,1340.0,It's picked from your farm,Supplier,
F-1816,1.0,Luwero,1,yes,9.0,no,,no,,yes,Agricultural Use,Agreement/lease,,no,,yes,,yes,,yes,yes,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,2.111,1077.783,3.5,1400.0,390.0,1995-03-19 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,"['Using Fertilizers', 'Weeding', 'Pruning']",2.0,2.0,4.0,0.0,4.0,0.0,1000.0,980.0,960.0,780.0,400.0,200.0,At a hulling station,Supplier,
F-1817,1.0,Kayunga,1,yes,7.0,no,,no,,yes,Agricultural Use,Customary,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,3.7,1068.6,3.0,1200.0,1000.0,2000-08-13 03:00:00Z,0-25%,75-100%,"['Bananas', 'Beans']",,Rainfed,"['Intercropping', 'Weeding']",4.0,3.0,3.0,4.0,7.0,0.0,2000.0,1980.0,1000.0,1000.0,980.0,850.0,It's picked from your farm,Supplier,
F-1818,1.0,Kayunga,1,yes,2.0,no,,no,,no,Agricultural Use,Title,,no,,yes,,yes,,yes,yes,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,3.216,1080.412842,3.5,1400.0,500.0,2009-12-12 03:00:00Z,0-25%,75-100%,"['Bananas', 'Beans']",,Rainfed,['Using Fertilizers'],0.0,0.0,0.0,0.0,0.0,0.0,1000.0,980.0,960.0,109.0,100.0,90.0,It's picked from your farm,Supplier,
F-1819,1.0,Kayunga,2,yes,10.0,no,,no,,no,Agricultural Use,Agreement/lease,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,3.7,1167.3,3.0,1200.0,1000.0,2015-03-12 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,['Using Fertilizers'],3.0,0.0,0.0,3.0,3.0,0.0,1000.0,980.0,700.0,700.0,680.0,500.0,It's picked from your farm,Cooperative representative,
F-1820,1.0,Luwero,1,yes,10.0,no,,no,,no,Agricultural Use,Agreement/lease,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,5.5,1088.0,5.0,2150.0,2100.0,2010-08-12 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,['Weeding'],3.0,2.0,3.0,2.0,5.0,0.0,2250.0,2240.0,2100.0,2250.0,2240.0,2100.0,It's picked from your farm,Supplier,
F-1821,1.0,Kayunga,1,yes,6.0,yes,LDC,no,,no,Agricultural Use,Agreement/lease,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,20.368,1130.551392,5.5,2200.0,400.0,2009-12-12 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,['Using Fertilizers'],0.0,0.0,0.0,0.0,0.0,0.0,150.0,130.0,110.0,200.0,180.0,160.0,It's picked from your farm,Supplier,
F-1822,1.0,Luwero,1,no,4.0,no,,no,,yes,Agricultural Use,Agreement/lease,,no,,yes,,yes,,yes,yes,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,2.489,1108.563,3.5,1400.0,350.0,1999-02-03 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,"['Weeding', 'Pruning']",1.0,0.0,1.0,0.0,1.0,0.0,1000.0,980.0,960.0,700.0,400.0,210.0,It's picked from your farm,Supplier,
F-1823,1.0,Kayunga,1,yes,5.0,no,,no,,no,Agricultural Use,Title,,no,,yes,,yes,,yes,yes,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,1.5,1055.4,3.1,1240.0,850.0,2007-09-12 03:00:00Z,0-25%,75-100%,"['Bananas', 'Beans']",,Both(Rainfed+Irrigated),['Using Fertilizers'],3.0,2.0,1.0,4.0,5.0,0.0,1000.0,980.0,960.0,2000.0,1800.0,75.0,At a hulling station,Supplier,
F-1824,1.0,Kayunga,1,yes,8.0,no,,no,,yes,Agricultural Use,Agreement/lease,,no,,yes,,yes,,yes,yes,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,7.8,1020.6,2.5,1000.0,600.0,2015-04-10 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,['Weeding'],3.0,1.0,0.0,4.0,4.0,0.0,1200.0,1180.0,1160.0,1700.0,1200.0,1000.0,It's picked from your farm,Supplier,
F-1825,1.0,Kayunga,1,no,6.0,no,,no,,yes,Agricultural Use,Agreement/lease,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,13.5,1065.3,2.5,1380.0,1330.0,2000-12-11 03:00:00Z,0-25%,75-100%,"['Bananas', 'Beans']",,Rainfed,['Weeding'],4.0,4.0,4.0,4.0,8.0,0.0,2000.0,1980.0,1000.0,1000.0,980.0,900.0,At a hulling station,Supplier,
F-1826,1.0,Luwero,1,yes,5.0,yes,LDC,no,,yes,Agricultural Use,Agreement/lease,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,11.3,1177.2,5.5,2200.0,900.0,2019-04-18 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,['Intercropping'],1.0,3.0,0.0,4.0,4.0,0.0,150.0,130.0,110.0,2000.0,1800.0,100.0,It's picked from your farm,Supplier,
F-1827,1.0,Luwero,1,yes,8.0,no,,no,,yes,Agricultural Use,Title,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,2.1,1155.9,7.0,3200.0,3150.0,2017-04-02 03:00:00Z,0-25%,75-100%,"['Bananas', 'Beans']",,Rainfed,"['Using Fertilizers', 'Weeding', 'Intercropping']",3.0,5.0,3.0,5.0,8.0,0.0,5000.0,4980.0,3125.0,3125.0,3120.0,2813.0,It's picked from your farm,Supplier,
F-1828,1.0,Luwero,1,yes,3.0,no,,no,,yes,Agricultural Use,Customary,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,6.0,1144.4,2.5,1500.0,1470.0,2016-09-13 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,['Intercropping'],1.0,2.0,0.0,3.0,3.0,0.0,2000.0,1980.0,150.0,2000.0,1800.0,100.0,It's picked from your farm,Supplier,
F-1829,1.0,Luwero,1,yes,2.0,no,,no,,yes,Agricultural Use,Customary,,no,,yes,,yes,,no,,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,2.9,1054.2,2.5,1000.0,400.0,2012-10-29 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,['Weeding'],1.0,1.0,1.0,1.0,1.0,1.0,5000.0,4980.0,250.0,250.0,240.0,225.0,It's picked from your farm,Supplier,
F-1830,1.0,Kayunga,1,yes,10.0,no,,no,,yes,Agricultural Use,Agreement/lease,,no,,yes,,yes,,yes,yes,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,10.437,1068.8,3.5,1400.0,1000.0,2002-08-09 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,"['Using Fertilizers', 'Pruning', 'Weeding']",4.0,2.0,4.0,2.0,6.0,0.0,2000.0,1980.0,1000.0,1000.0,980.0,800.0,It's picked from your farm,Supplier,
F-1831,1.0,Kayunga,1,yes,18.0,no,,no,,no,Agricultural Use,Agreement/lease,,no,,yes,,yes,,yes,yes,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,8.4,1021.3,1.5,900.0,870.0,1965-04-12 03:00:00Z,0-25%,75-100%,"['Bananas', 'Beans']",,Rainfed,"['Pruning', 'Weeding', 'Intercropping']",4.0,3.0,3.0,4.0,7.0,0.0,7500.0,7480.0,3700.0,3700.0,3680.0,3500.0,It's picked from your farm,Supplier,
F-1832,1.0,Kayunga,1,no,3.0,no,,no,,no,Natural forest,Customary,,no,,yes,,yes,,yes,yes,,yes,,yes,,yes,,no,,yes,,yes,,yes,,no,,2.192,1071.2,3.0,1200.0,1000.0,2016-08-08 03:00:00Z,0-25%,75-100%,['Bananas'],,Rainfed,['Using Fertilizers'],1.0,1.0,2.0,0.0,2.0,0.0,2000.0,1980.0,500.0,500.0,480.0,250.0,It's picked from your farm,Supplier,
